"symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant","GENENAME"
"Unc93a",-6.14101927673282,-2.21224735531755,-9.15358402799687,7.32208071466261e-10,3.80879151949732e-09,9.65592128846701,"Yes","unc-93 homolog A"
"Syt4",6.1146898969844,-2.21165789858129,9.11047929071015,8.08492945472498e-10,4.18284111271328e-09,9.59218412196383,"Yes","synaptotagmin IV"
"Egflam",-6.09946111262002,1.40283345215626,-12.4436464216835,7.55836500767605e-13,6.81883785823991e-12,16.5184391776646,"Yes","EGF-like, fibronectin type III and laminin G domains"
"2610318N02Rik",6.05091182096999,-1.45231045994267,9.02529089898727,9.84130983433306e-10,5.01206259130347e-09,9.61055320988166,"Yes","RIKEN cDNA 2610318N02 gene"
"Hsd11b1",-6.04802534629044,-2.26435959932239,-8.76672478660728,1.79778965470245e-09,8.74641010555059e-09,9.04635973553929,"Yes","hydroxysteroid 11-beta dehydrogenase 1"
"Rassf4",-6.04346493010547,4.2740813903331,-26.1453086369124,4.83451994554265e-21,2.40996909083875e-19,35.4342920013773,"Yes","Ras association (RalGDS/AF-6) domain family member 4"
"Fcrlb",-6.02006497460417,-1.11746986867332,-8.50864544736831,3.30947428820209e-09,1.54008544354281e-08,8.83924711429678,"Yes","Fc receptor-like B"
"Stra6",6.01106433392439,-1.47000868814809,8.93162260095414,1.22294880727038e-09,6.13032300204959e-09,9.46068741205102,"Yes","stimulated by retinoic acid gene 6"
"Slpi",-5.92131952086144,4.12772207622446,-26.4069373000925,3.70860741373876e-21,1.91573199183054e-19,35.4237507287528,"Yes","secretory leukocyte peptidase inhibitor"
"Bik",-5.91303574418595,-2.32368330823584,-8.68895497515551,2.15872737884986e-09,1.03518328321263e-08,8.89753304611549,"Yes","BCL2-interacting killer"
"Rtn4rl2",-5.90804797267551,1.37103703411218,-12.273692742793,1.04501737118492e-12,9.24605386043938e-12,16.3948189978292,"Yes","reticulon 4 receptor-like 2"
"Nkx2-5",-5.85274386614967,-2.36044746553805,-8.51504308595149,3.2594410127355e-09,1.51891540610896e-08,8.60752463859359,"Yes","NK2 homeobox 5"
"Gda",-5.84836173673841,-1.56663408527817,-8.59236492099851,2.71249626663701e-09,1.27873458602313e-08,8.89496890635399,"Yes","guanine deaminase"
"Acer2",-5.83837070387924,-2.35580637884958,-8.23770678688813,6.3400116665269e-09,2.82179028897084e-08,8.16523890667411,"Yes","alkaline ceramidase 2"
"Tmc7",-5.82605499344567,-1.2071265260716,-8.35680892041488,4.75842450689628e-09,2.15587407645666e-08,8.56645279651187,"Yes","transmembrane channel-like gene family 7"
"Atp1a3",-5.82028768150772,-2.37963311887351,-8.26611489823613,5.91957772665614e-09,2.64876355869339e-08,8.20029614290858,"Yes","ATPase, Na+/K+ transporting, alpha 3 polypeptide"
"Pygl",-5.80874505444813,0.549564115062361,-9.15449666229963,7.30675189365943e-10,3.80229613322713e-09,10.706662927145,"Yes","liver glycogen phosphorylase"
"Trf",-5.78367530991111,7.64448430092197,-93.0066117351359,4.50782997077262e-36,1.50775642947417e-32,69.7203151531304,"Yes","transferrin"
"Wfdc5",-5.7663933551759,-2.39890575063003,-8.45627767153775,3.74974224070328e-09,1.72457206732104e-08,8.49564920169795,"Yes","WAP four-disulfide core domain 5"
"Hhip",-5.72845820786613,-1.26400297876494,-7.91815959268475,1.38178016422169e-08,5.78617740754992e-08,7.81062293447365,"Yes","Hedgehog-interacting protein"
"B3gnt5",-5.70776025942766,-2.43642567136859,-8.03298160583481,1.04278983982801e-08,4.4716298932881e-08,7.79166160137403,"Yes","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5"
"Pla2g4e",5.70064902645766,0.474546313350433,9.60306757618092,2.64312667255319e-10,1.47712580418083e-09,11.4093943146081,"Yes","phospholipase A2, group IVE"
"Vnn3",-5.69953628856685,-0.115564561758498,-8.82462941453821,1.56964752509282e-09,7.72922864858921e-09,9.52891584639071,"Yes","vanin 3"
"Tyrp1",5.6869393350388,-2.41665777862079,7.74201284480186,2.13502692375425e-08,8.63237389329349e-08,7.31069577236647,"Yes","tyrosinase-related protein 1"
"Syt17",-5.68531096681748,-0.119507782874663,-9.05338326842047,9.22258173628144e-10,4.71670187498889e-09,9.89187094264709,"Yes","synaptotagmin XVII"
"Ppm1j",-5.61879324611399,1.29483194198753,-12.153843741053,1.31572491301491e-12,1.14454379786908e-11,16.3048364311567,"Yes","protein phosphatase 1J"
"Serpina3f",-5.59624318569907,-2.48515618307671,-8.14171121735721,8.00067203838882e-09,3.50379676600995e-08,7.94678585855459,"Yes","serine (or cysteine) peptidase inhibitor, clade A, member 3F"
"Adamts15",-5.50860945583701,-1.36677948211445,-7.84500015720886,1.65467222990443e-08,6.79075452880103e-08,7.65579211647578,"Yes","ADAM metallopeptidase with thrombospondin type 1 motif 15"
"Adm",-5.49726672516351,1.08587030367956,-11.1757494417038,9.16181528575431e-12,6.75943620794951e-11,14.6978101724115,"Yes","adrenomedullin"
"Bfsp2",5.4959013131644,-1.73018129371728,8.0452064145342,1.01210534927642e-08,4.35260606492099e-08,7.93997066334707,"Yes","beaded filament structural protein 2, phakinin"
"Trem2",-5.49336984162059,-1.38379896831386,-7.36363343811239,5.50914973497647e-08,2.07800716955879e-07,6.79697007129295,"Yes","triggering receptor expressed on myeloid cells 2"
"Efcab3",-5.47134854811818,1.42479985549657,-12.0376363933636,1.64750041201505e-12,1.40752924727646e-11,16.3994647364751,"Yes","EF-hand calcium binding domain 3"
"Scn7a",-5.46513481033287,-1.76442350891062,-7.65714441981935,2.63670675150111e-08,1.04864743247126e-07,7.26210451076947,"Yes","sodium channel, voltage-gated, type VII, alpha"
"Tubb4a",-5.45560734422312,-1.75483693099825,-7.62397754380031,2.8641119235713e-08,1.13135380647949e-07,7.20717764328218,"Yes","tubulin, beta 4A class IVA"
"Ripply1",5.44299698295347,-2.54669632989406,7.85796890210782,1.60256239251888e-08,6.60119527386397e-08,7.44697134386728,"Yes","ripply transcriptional repressor 1"
"Serpina3n",-5.43225606003163,2.83126559558433,-16.1684119865375,1.26915355816408e-15,2.07833604096417e-14,23.8280068135144,"Yes","serine (or cysteine) peptidase inhibitor, clade A, member 3N"
"Nfasc",-5.42443176357209,0.598707005335546,-10.3300980119399,5.37521998059724e-11,3.45081900769724e-10,12.8517721126659,"Yes","neurofascin"
"Cdh1",5.42218496054519,0.0655424295762896,8.34843694781449,4.8550873618912e-09,2.1959504332232e-08,9.02982228942886,"Yes","cadherin 1"
"Il22ra1",5.41089243296348,-2.5569047592712,7.5046575005631,3.86136349170135e-08,1.49482587255418e-07,6.83909731888864,"Yes","interleukin 22 receptor, alpha 1"
"Ncam2",5.39269341612812,-2.57945421151409,7.55239454039299,3.4256077061486e-08,1.33696632148664e-07,6.91134198248075,"Yes","neural cell adhesion molecule 2"
"Fgf14",5.37712803056117,-2.57579870292288,7.58747437301294,3.1376306931499e-08,1.22959464099744e-07,6.9735381248434,"Yes","fibroblast growth factor 14"
"Fgf23",-5.35049791686337,-2.61144980178358,-7.61356531552543,2.93955444353503e-08,1.15773620547704e-07,7.00122756360229,"Yes","fibroblast growth factor 23"
"Lrg1",-5.35049791686337,-2.61144980178358,-7.61356531552543,2.93955444353503e-08,1.15773620547704e-07,7.00122756360229,"Yes","leucine-rich alpha-2-glycoprotein 1"
"Rassf10",-5.33517779218335,0.967173250252919,-11.0078995063397,1.29268440169598e-11,9.29329640531466e-11,14.3766362584921,"Yes","Ras association (RalGDS/AF-6) domain family (N-terminal) member 10"
"Klra4",-5.33109544733227,-2.61548723678192,-7.64046086805313,2.74869666017743e-08,1.09031669669558e-07,7.0452175759604,"Yes","killer cell lectin-like receptor, subfamily A, member 4"
"Ch25h",-5.32534447535833,-0.891684244479429,-7.17960970508861,8.79175555832901e-08,3.2137950168001e-07,6.50583986222103,"Yes","cholesterol 25-hydroxylase"
"Efemp1",-5.28425125744878,-1.47398622561824,-7.28851884666981,6.66386918332077e-08,2.47999737979551e-07,6.63608977115501,"Yes","epidermal growth factor-containing fibulin-like extracellular matrix protein 1"
"Dct",5.2799715266574,-2.63399925402648,7.46129329399442,4.30612845447672e-08,1.65516359726518e-07,6.72766962742978,"Yes","dopachrome tautomerase"
"Adam33",5.2692381911733,2.50138670999895,15.7216530684508,2.55946296861524e-15,3.9001201659571e-14,22.8750417060577,"Yes","a disintegrin and metallopeptidase domain 33"
"Rgs16",-5.26105632805992,4.13284618682758,-25.8570414265879,6.49321748257316e-21,3.14756364852704e-19,35.6758312509952,"Yes","regulator of G-protein signaling 16"
"Kcnn3",-5.26038067045849,-1.86186826541125,-7.60819238932191,2.97927429168141e-08,1.17234443377664e-07,7.14222889336108,"Yes","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
"C1qtnf3",5.23541028127838,1.85088342659721,12.4850329163146,6.98830852600444e-13,6.33445662394399e-12,17.6845017563421,"Yes","C1q and tumor necrosis factor related protein 3"
"Wfdc1",5.22804290767573,0.345665469846953,8.02319018542959,1.06805104855375e-08,4.56824008267282e-08,8.72475999466827,"Yes","WAP four-disulfide core domain 1"
"Mdga2",5.22640184817718,-2.65856107413686,7.44534396503462,4.48256298812225e-08,1.71840143891369e-07,6.68809927680547,"Yes","MAM domain containing glycosylphosphatidylinositol anchor 2"
"Atp8b4",-5.19084332699166,-1.89720845921437,-7.47328854446743,4.17811195709511e-08,1.60999308392787e-07,6.89189015777074,"Yes","ATPase, class I, type 8B, member 4"
"Scn1a",-5.17999389676504,-2.69377670809682,-7.37107057572431,5.40652758477699e-08,2.04160125759897e-07,6.54163322882925,"Yes","sodium channel, voltage-gated, type I, alpha"
"Col24a1",-5.13982291066297,1.75250841925267,-12.5520146546011,6.15778115115844e-13,5.63508577437406e-12,17.7536170792379,"Yes","collagen, type XXIV, alpha 1"
"H2-Ab1",-5.12583050669363,-1.92664007074053,-7.32851367291889,6.02124891565906e-08,2.25779958639581e-07,6.62323016349299,"Yes","histocompatibility 2, class II antigen A, beta 1"
"Fam174b",5.11524033657541,-0.143693516020706,8.45509193808766,3.76037722285727e-09,1.7288689644195e-08,9.11961956457683,"Yes","family with sequence similarity 174, member B"
"Brinp1",-5.09714294338528,-2.73531337364804,-7.21846185211898,7.96290310520325e-08,2.92760870141562e-07,6.25329133507821,"Yes","bone morphogenic protein/retinoic acid inducible neural specific 1"
"Gria3",-5.09714294338528,-2.73531337364804,-7.21846185211898,7.96290310520325e-08,2.92760870141562e-07,6.25329133507821,"Yes","glutamate receptor, ionotropic, AMPA3 (alpha 3)"
"Upp1",-5.08994419658619,-2.74037998915454,-7.1816738707919,8.74558528581558e-08,3.19779135115951e-07,6.18570952946415,"Yes","uridine phosphorylase 1"
"Epas1",-5.0711683889204,4.58262408578309,-30.3252932630469,9.14495773369396e-23,7.07227685081454e-21,40.0799369930796,"Yes","endothelial PAS domain protein 1"
"Csf3",-5.06560986867692,-1.3383463156739,-6.67581808763983,3.22528805175741e-07,1.07207773526615e-06,5.48972217440448,"Yes","colony stimulating factor 3 (granulocyte)"
"Mctp2",-5.05065629814985,-2.75936720246287,-7.12298581660055,1.01599219397772e-07,3.67874413077888e-07,6.07223326718135,"Yes","multiple C2 domains, transmembrane 2"
"Ptprn2",-5.04011303125849,-2.76615336239557,-7.06998614038488,1.1636797214579e-07,4.18180794880078e-07,5.97435396177521,"Yes","protein tyrosine phosphatase receptor type N polypeptide 2"
"Gabrb3",-5.01667052039519,-1.61858790764737,-6.89455578616061,1.82786755565447e-07,6.34371985138811e-07,5.8657163116213,"Yes","GABRB3, gamma-aminobutyric acid type A receptor subunit beta 3"
"Wnt7b",-5.01667052039519,-1.61858790764737,-6.9677021999622,1.51352315082815e-07,5.32319301654305e-07,6.00278943661719,"Yes","wingless-type MMTV integration site family, member 7B"
"Mctp1",-5.0087496207379,-2.77657818521567,-7.05090739383916,1.22204348677963e-07,4.37392183243036e-07,5.93519878134775,"Yes","multiple C2 domains, transmembrane 1"
"Wnt16",5.0079521506536,2.87790203103983,16.948329658345,3.87100386751325e-16,7.06550624058115e-15,25.0728423233884,"Yes","wingless-type MMTV integration site family, member 16"
"Nup62cl",-4.97154139933717,-2.80518316287489,-6.74012979993592,2.7278621639172e-07,9.15836082585903e-07,5.35740962600234,"Yes","nucleoporin 62 C-terminal like"
"Fgf1",4.97078023322849,-1.38239268673662,6.90977652262845,1.75739427801815e-07,6.12934776996998e-07,5.92542588126897,"Yes","fibroblast growth factor 1"
"Hspb7",4.96432098911862,0.147359321541274,8.09205585435997,9.02806234857073e-09,3.91021191846966e-08,8.77908268436715,"Yes","heat shock protein family, member 7 (cardiovascular)"
"Syt13",-4.96190831112462,1.47634382314396,-11.8855993744711,2.21608525425706e-12,1.84155308178294e-11,16.5141920986068,"Yes","synaptotagmin XIII"
"Flt4",-4.96066484845689,-1.64960240581862,-6.62719448285125,3.66181247855693e-07,1.20490381580455e-06,5.34874695300691,"Yes","FMS-like tyrosine kinase 4"
"Tcp10b",-4.94713116324354,-2.81289840380108,-6.89580319075311,1.82198537162085e-07,6.32494610454472e-07,5.63833428892483,"Yes","t-complex protein 10b"
"Saa1",-4.93758306569822,-2.82158024828178,-6.71514275174012,2.91114306194415e-07,9.73461210341184e-07,5.3040002026343,"Yes","serum amyloid A 1"
"Aknad1",4.93519210148021,-2.01270191251431,7.00694988433333,1.36811941118297e-07,4.85133040079962e-07,6.00793053838129,"Yes","AKNA domain containing 1"
"Slc9a7",-4.93474403800847,0.763034154659076,-10.0747997465836,9.33156725214353e-11,5.65943056511461e-10,12.872139855796,"Yes","solute carrier family 9 (sodium/hydrogen exchanger), member 7"
"Itih5",-4.92052351630366,1.25227122027917,-11.4187894720525,5.59851034623162e-12,4.30327615389756e-11,15.5672321271278,"Yes","inter-alpha-trypsin inhibitor, heavy chain 5"
"Serpina3g",-4.8976644397092,3.56471545568564,-18.6408184320868,3.41665476548242e-17,7.64405085407849e-16,28.0567675929468,"Yes","serine (or cysteine) peptidase inhibitor, clade A, member 3G"
"Palmd",4.89267302159662,-2.82318146627339,6.86242431933479,1.98622683719128e-07,6.84008464730556e-07,5.57281899783946,"Yes","palmdelphin"
"Crispld2",-4.88863270480001,2.5900337536379,-14.2506040624475,2.90172550817878e-14,3.5357181761315e-13,21.2840030808406,"Yes","cysteine-rich secretory protein LCCL domain containing 2"
"Bmp7",4.88775816194094,-0.26616239380272,8.02606963452624,1.06055802773441e-08,4.5387594377403e-08,8.3441088489144,"Yes","bone morphogenetic protein 7"
"Mlph",4.87768971847496,0.86461402696364,9.7551531086992,1.88356504363354e-10,1.08248353602978e-09,12.4505877439026,"Yes","melanophilin"
"Fgf7",-4.87717413259224,4.15031982420644,-23.4136749421047,9.0012512052268e-20,3.51101282433613e-18,33.8589554006228,"Yes","fibroblast growth factor 7"
"Lama1",-4.87474818308424,-1.44196842169644,-6.67782165441894,3.20847953351796e-07,1.06728611832264e-06,5.46862329487115,"Yes","laminin, alpha 1"
"Htr2a",-4.86873086443712,-1.44196842169644,-6.63365056676626,3.60056124855177e-07,1.18620805083413e-06,5.38360751668276,"Yes","5-hydroxytryptamine (serotonin) receptor 2A"
"Hcar2",-4.86224866433486,-2.84895483951441,-6.77164966233574,2.51327286111508e-07,8.49118121435825e-07,5.39520353929609,"Yes","hydroxycarboxylic acid receptor 2"
"Cited4",-4.84336753327132,-1.46113372352102,-6.64453435557016,3.4996480853954e-07,1.15552299443497e-06,5.39973404785829,"Yes","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"
"Nptx1",4.81927906002625,0.942067767963785,10.4670649270067,4.01183039232212e-11,2.63109209896459e-10,13.7472280265092,"Yes","neuronal pentraxin 1"
"Styxl2",4.81353440033764,0.936114207058314,9.4523392668742,3.70877578577121e-10,2.01952426690407e-09,12.007173378754,"Yes","serine/threonine/tyrosine interacting like 2"
"Mogat2",-4.8064625669899,-0.929084814638052,-7.19787454000353,8.39168363630218e-08,3.07679735187961e-07,6.50749458387676,"Yes","monoacylglycerol O-acyltransferase 2"
"Adgrg5",-4.80359243112863,-2.88423677379813,-6.65034061189033,3.4469927625069e-07,1.13869916468098e-06,5.15584393462788,"Yes","adhesion G protein-coupled receptor G5"
"Meox2",4.76605557713483,0.0137883752626657,7.5321792487153,3.60366465674263e-08,1.40236851199999e-07,7.6947809596163,"Yes","mesenchyme homeobox 2"
"Tmem59l",-4.71223890064965,-2.92653986966745,-6.52587902873775,4.77427885663388e-07,1.54250366633433e-06,4.90569682238268,"Yes","transmembrane protein 59-like"
"Wfdc12",-4.65235609890989,-1.37346238684025,-6.94078348058911,1.62225451544453e-07,5.67725429299825e-07,5.96187096114494,"Yes","WAP four-disulfide core domain 12"
"Ces1g",-4.65102751257764,-2.1595154905716,-6.40004408707673,6.6470660300102e-07,2.09249638624721e-06,4.81328834665502,"Yes","carboxylesterase 1G"
"Pla2r1",-4.64317853582275,-2.16998739983674,-6.53540540879259,4.65645350819659e-07,1.50771276588001e-06,5.06904552731993,"Yes","phospholipase A2 receptor 1"
"Car3",4.62903944035874,-2.95429769776464,6.38481373806725,6.91944341410236e-07,2.17210777656677e-06,4.62927273694424,"Yes","carbonic anhydrase 3"
"Sp9",-4.6193072326364,0.162564258011652,-8.54309935309809,3.04900028072527e-09,1.42781150702917e-08,9.75837438158113,"Yes","trans-acting transcription factor 9"
"Ecrg4",4.61788149925577,2.76795011665219,16.3528036802004,9.54500360128762e-16,1.60834512823208e-14,24.452403459561,"Yes","ECRG4 augurin precursor"
"Ccnb1ip1",-4.60724618521935,-0.464080006815595,-6.98023996111825,1.46543960365191e-07,5.17038936109147e-07,6.32236086288215,"Yes","cyclin B1 interacting protein 1"
"Sprr1a",-4.60473918214066,0.70424544833833,-9.69828155346468,2.13722112481015e-10,1.21572625122598e-09,12.3137051345318,"Yes","small proline-rich protein 1A"
"Lamc3",4.59297778507185,2.65392413440865,13.9360199803091,5.00141335736854e-14,5.73383970079123e-13,21.0233833882812,"Yes","laminin gamma 3"
"Mybpc1",4.58824063322937,0.567489272319276,9.30607735510943,5.16673622163302e-10,2.76503055636913e-09,11.4926674573646,"Yes","myosin binding protein C, slow-type"
"Adora1",-4.58792511375739,-2.20078030213922,-6.36816616561104,7.23013443430361e-07,2.26220693630842e-06,4.73796523166717,"Yes","adenosine A1 receptor"
"Wt1",-4.57788043699479,-1.03810588392553,-6.86006155793097,1.99840839255288e-07,6.8802639948443e-07,5.84840660994461,"Yes","WT1 transcription factor"
"Calhm4",-4.56568963683774,-2.20078030213922,-6.19866631955981,1.13241275098791e-06,3.42850196774548e-06,4.40897871998652,"Yes","calcium homeostasis modulator family member 4"
"Sgcg",4.56176578230342,-0.673966124485481,6.75677579816249,2.61231112387571e-07,8.80355428874888e-07,5.74538629603224,"Yes","sarcoglycan, gamma (dystrophin-associated glycoprotein)"
"Scn4a",4.54706267005182,-2.19609616149383,6.08753077261498,1.52185133943075e-06,4.48872334000088e-06,4.19230391823244,"Yes","sodium channel, voltage-gated, type IV, alpha"
"Stmn2",-4.53535864798981,-2.22470113915305,-6.28748637166113,8.94855608290067e-07,2.75731763779659e-06,4.57393309773869,"Yes","stathmin-like 2"
"Pou2f2",-4.53152273150901,-1.84726210002005,-5.94074348453055,2.25216332012871e-06,6.44942060359632e-06,3.94628834800805,"Yes","POU domain, class 2, transcription factor 2"
"Gm47995",-4.5253833424639,-1.86624931332838,-6.01619878321031,1.84078015295358e-06,5.34225545908154e-06,4.09248382345665,"Yes","predicted gene, 47995"
"Lpl",-4.48508620448675,3.20608830182733,-18.7761229155617,2.83714615941171e-17,6.49968809362488e-16,28.0037764415608,"Yes","lipoprotein lipase"
"Sprr2a2",-4.48005591212489,-0.305871487805993,-7.42379310088174,4.73273716591419e-08,1.80705737850359e-07,7.33232657816721,"Yes","small proline-rich protein 2A2"
"Gm9237",-4.47113450384037,-3.04725594794306,-6.09484153601839,1.49249833756699e-06,4.40700402964218e-06,4.03865538988854,"Yes","predicted pseudogene 9237"
"Dgki",4.46171044839352,-1.45587910732699,6.60450881109978,3.88555618014379e-07,1.27413863073882e-06,5.3001117506524,"Yes","diacylglycerol kinase, iota"
"Crabp1",-4.44643467082379,1.78463490641269,-12.2201884256696,1.15797815037925e-12,1.01457692691055e-11,17.615632361755,"Yes","cellular retinoic acid binding protein I"
"Tmem35a",4.44504096129345,-3.04725594794306,6.0589260429716,1.64242570395432e-06,4.81463924040423e-06,3.96988201639903,"Yes","transmembrane protein 35A"
"Pwwp4d",-4.44159525412048,-2.26181245766102,-5.99341409138991,1.95628835476608e-06,5.64929460358632e-06,3.98613434150609,"Yes","PWWP domain containing 4D"
"Angptl1",4.43959071632126,-2.25827641208095,6.19581611009962,1.14101427004416e-06,3.44908041548144e-06,4.38449301846877,"Yes","angiopoietin-like 1"
"Pcdh17",4.4357190676484,6.57043022618583,59.3736900904122,1.04215621470568e-30,8.71437999784202e-28,58.9700954714892,"Yes","protocadherin 17"
"Tdrp",-4.42896040393522,-0.703593943862874,-6.65095385804394,3.4414785845375e-07,1.13715835965738e-06,5.55903903501067,"Yes","testis development related protein"
"Depp1",-4.42811499766888,-0.181445463045626,-7.42513083736876,4.71680147923532e-08,1.80148692522664e-07,7.43824021815006,"Yes","DEPP1 autophagy regulator"
"Slc1a7",-4.42789421157148,-2.27525848465724,-6.11617973544728,1.41005881256951e-06,4.18760862449889e-06,4.22335329591411,"Yes","solute carrier family 1 (glutamate transporter), member 7"
"Pik3ap1",-4.4212994901846,-1.12239381900855,-5.71060995972071,4.17718438049856e-06,1.14451259116712e-05,3.54630376755342,"Yes","phosphoinositide-3-kinase adaptor protein 1"
"Slco4a1",-4.41326572714783,0.689457687786557,-9.19809134984762,6.61155700230625e-10,3.46072070163753e-09,11.489062522571,"Yes","solute carrier organic anion transporter family, member 4a1"
"Vit",-4.40049991225047,-2.28486990119947,-6.03172056924673,1.76606412459845e-06,5.14887163281819e-06,4.0543750163522,"Yes","vitrin"
"Tmem132b",-4.39473246655744,-1.92107124476176,-6.01305646047919,1.85629096127563e-06,5.38376691326831e-06,4.07133161861191,"Yes","transmembrane protein 132B"
"Abcg1",-4.38943043282273,0.211767452768434,-7.82321833452092,1.74611975237781e-08,7.13977266719519e-08,8.50189926990585,"Yes","ATP binding cassette subfamily G member 1"
"Mylk4",4.38648874170521,-1.91101583939447,5.89599747590054,2.53884378362697e-06,7.21938171756541e-06,3.83987143179586,"Yes","myosin light chain kinase family, member 4"
"Bmp3",-4.37601667362863,0.886811499800971,-9.33404381622613,4.84831627364012e-10,2.60295439105262e-09,11.905519114914,"Yes","bone morphogenetic protein 3"
"Kctd16",-4.36452106108684,-1.9424131005738,-5.90715022242775,2.46411030631749e-06,7.02329181683461e-06,3.85388298320659,"Yes","potassium channel tetramerisation domain containing 16"
"Nod2",-4.36124486744815,-0.536053483956147,-7.08667062440038,1.11496835776229e-07,4.01654069661863e-07,6.53703438752423,"Yes","nucleotide-binding oligomerization domain containing 2"
"Avpr1a",-4.35645401477233,0.554367280368306,-8.09641551577641,8.93269165521677e-09,3.87266628824191e-08,9.3006910979031,"Yes","arginine vasopressin receptor 1A"
"Wfikkn2",4.35051779351116,-0.103143219657797,7.76845694158309,1.99951596456505e-08,8.1188236995192e-08,8.17127796015432,"Yes","WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2"
"Aoc3",4.3396455927043,2.65687048473558,14.4188246212876,2.17703298481509e-14,2.71196688117701e-13,21.8493991642654,"Yes","amine oxidase, copper containing 3"
"Rgs6",4.31693047399816,-1.53341849577917,5.49662548021029,7.44112305711471e-06,1.94747232748704e-05,3.06179805670323,"Yes","regulator of G-protein signaling 6"
"Kcns1",-4.31603263454891,1.09284820787866,-9.76276641486148,1.85203505337128e-10,1.06482066949095e-09,12.8765312489774,"Yes","K+ voltage-gated channel, subfamily S, 1"
