"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","Significant"
"Kcnj12",-3.00242744407132,-1.94447700697735,-3.6618066974553,0.000514777670157573,0.000854144849208954,-0.455311001479528,"Kcnj12","Yes"
"Dnai7",-3.00105653704719,-2.08923031557485,-3.80086028967118,0.000327774716910589,0.000555810116539494,-0.122157009375635,"Dnai7","Yes"
"Zfp617",-2.99798076947207,3.33146458328608,-13.4906093382599,3.08511380971267e-20,2.69597108032429e-19,35.3937763088179,"Zfp617","Yes"
"Tppp3",-2.99793644327705,1.96198788232473,-9.0737734627097,4.85565371496625e-13,2.01229932602129e-12,19.0355142861751,"Tppp3","Yes"
"Gm53794",-2.99656886070638,0.0211970157335435,-5.30220243332483,1.56669305497799e-06,3.41594671678349e-06,4.72430015437505,"Gm53794","Yes"
"Pars2",-2.9854700961496,2.05212023396154,-9.30203444180676,1.96239064235127e-13,8.44642457411501e-13,19.9255751660595,"Pars2","Yes"
"AW551984",-2.97993949825857,0.475992309801312,-5.84575759124701,1.94208736665179e-07,4.60261876538759e-07,6.69452882423266,"AW551984","Yes"
"Emilin1",-2.97645034593569,4.9747775574833,-25.2799195853891,1.12826371373665e-34,4.73942168865198e-33,68.3496332371661,"Emilin1","Yes"
"Mtrfr",-2.9758180847171,2.01224335124865,-9.26063388253299,2.312205031444e-13,9.88795411964807e-13,19.7546026014333,"Mtrfr","Yes"
"Zfp607b",-2.97493730405704,0.898550058086396,-6.40482398120361,2.15638203884878e-08,5.66583831822619e-08,8.8003800316173,"Zfp607b","Yes"
"Zfp112",-2.9746726801508,1.00418597725686,-6.97610720012877,2.2062474372282e-09,6.37616557408386e-09,10.8861050387454,"Zfp112","Yes"
"Dnah17",2.97227745769402,1.74948475300775,8.83121947314916,1.27653610534172e-12,5.064178201526e-12,18.1148807019766,"Dnah17","Yes"
"Kctd12",-2.97155028214136,2.25019199541486,-9.80732634665403,2.68012068824964e-14,1.25843374658032e-13,21.8856961168061,"Kctd12","Yes"
"Slco2a1",2.96670852977918,-0.249702841473331,4.94475213820984,5.96567284682243e-06,1.23039685159604e-05,3.5392263771409,"Slco2a1","Yes"
"Gas7",-2.96360137259202,6.90460979036011,-49.2438755951894,5.50949794490346e-52,1.82832689301621e-49,108.151846017666,"Gas7","Yes"
"Zfp786",-2.96017563918023,-0.705715789787031,-4.55676006503264,2.44529167671974e-05,4.68448574350957e-05,2.18432354552322,"Zfp786","Yes"
"Entpd2",-2.9597969177291,4.28862816656904,-19.0811195621464,7.27512930869582e-28,1.42014803593571e-26,52.802212408825,"Entpd2","Yes"
"Rassf10",-2.95774717383501,2.03194878232618,-9.24189991357829,2.49047148442177e-13,1.06195048134322e-12,19.6986150615654,"Rassf10","Yes"
"Gm39743",-2.95758707924141,-1.49583878023685,-3.82980405565213,0.000298048471133419,0.000508038117278225,-0.0104964663075249,"Gm39743","Yes"
"Pcdhb9",-2.95608926142122,-2.29123542328585,-3.56828980457672,0.000693812768929265,0.00113657542820771,-0.705090298910386,"Pcdhb9","Yes"
"Hsph1",2.95332019696324,7.40701792260826,61.1715399357722,8.53304917538228e-58,4.92468238060976e-55,121.524957269057,"Hsph1","Yes"
"Trpm3",-2.95111982287654,-1.1404497940893,-4.10908833194466,0.000116891921375414,0.000208131906685076,0.801221469682671,"Trpm3","Yes"
"Bag5",-2.94890211810899,3.73428990237841,-16.1214482759331,4.98149990584452e-24,6.53403456029448e-23,43.984068704826,"Bag5","Yes"
"Mro",-2.94733578213766,-2.11698814367203,-3.71959020376805,0.000427194328178603,0.000715349755549738,-0.327154151798632,"Mro","Yes"
"Inpp4b",-2.93925582946518,0.0651954157018841,-5.4274724356276,9.73466596469845e-07,2.16246253858228e-06,5.15241122464676,"Inpp4b","Yes"
"Slc25a45",-2.93883110602332,-0.258670568814191,-4.95612188725152,5.72022573408668e-06,1.18216217334994e-05,3.53407046968884,"Slc25a45","Yes"
"1700056E22Rik",-2.93878480894373,-2.12300787328663,-3.7019977235487,0.000452226896739684,0.000755551897712092,-0.371146024388707,"1700056E22Rik","Yes"
"Rgs8",-2.93683219859922,-0.696117804212903,-4.48055804899439,3.2077852531965e-05,6.07419992167337e-05,1.96728735179117,"Rgs8","Yes"
"Zfp994",-2.92615537463658,1.43881214257406,-7.66067938440126,1.40549696666949e-10,4.55149225068817e-10,13.5821587386892,"Zfp994","Yes"
"Ccdc78",-2.92591110865188,-1.98681695517737,-3.52712355904812,0.000790166535231156,0.00128663770714651,-0.785871430723331,"Ccdc78","Yes"
"Tmem238",-2.91892904211594,0.336423802934817,-5.73534889775206,2.98136053071652e-07,6.93803991667796e-07,6.27530375008492,"Tmem238","Yes"
"Tssk6",-2.9161532751647,-1.51588136740784,-3.76321354655638,0.000370708998844846,0.000625259371113911,-0.180632828168533,"Tssk6","Yes"
"Peg3",-2.9151088432681,6.02998319017567,-36.0433800976258,9.58400676053009e-44,1.18895425924557e-41,89.2493851146036,"Peg3","Yes"
"Gpc3",-2.91312866867128,2.40714530962157,-10.2085465742032,5.60674547848548e-15,2.81588874314855e-14,23.4451760056907,"Gpc3","Yes"
"Ccnb1ip1",2.91309062658403,3.16040707399344,13.6012252232862,2.09973095544217e-20,1.86683380459071e-19,35.7802927985044,"Ccnb1ip1","Yes"
"Mgat2",-2.9001178951036,4.29953190268791,-18.9319060468671,1.10949474961838e-27,2.12210854559573e-26,52.4143433102403,"Mgat2","Yes"
"Tspan18",-2.88875047714977,2.82747054520918,-11.2877942503342,9.06467807155158e-17,5.47978682072238e-16,27.5518870430902,"Tspan18","Yes"
"Entpd3",2.88603166312945,1.7980155470961,8.90165024564074,9.63770430204137e-13,3.87669354258476e-12,18.415681903086,"Entpd3","Yes"
"Mrgpre",-2.88475861038892,1.43216260875521,-7.53019986448432,2.37731266913703e-10,7.51701962127797e-10,13.1044068673208,"Mrgpre","Yes"
"Cebpa",-2.88204905972047,2.7075836029782,-11.2248594118445,1.14881240894559e-16,6.87526416426683e-16,27.2697350038663,"Cebpa","Yes"
"Apln",-2.8804595781282,3.47309960569776,-14.4849305342458,1.02699740020699e-21,1.04063843437768e-20,38.7489570855883,"Apln","Yes"
"Zfp87",-2.87753417121431,1.24939993437312,-7.0059843827683,1.95708193675812e-09,5.67211913286621e-09,11.1083842242831,"Zfp87","Yes"
"Creld2",2.87702235469412,6.54627910609297,44.8266884875215,1.739836040021e-49,4.19901519913432e-47,102.480848694894,"Creld2","Yes"
"Moxd1",-2.87345654449812,1.96165446290703,-8.79971169376751,1.44770080377885e-12,5.7056949137056e-12,18.0431416390818,"Moxd1","Yes"
"Gm31513",2.87246130631381,0.619225093737092,6.10889641221598,6.93823861347014e-08,1.7224271433552e-07,7.71084645379121,"Gm31513","Yes"
"Klra2",2.87205343666025,1.55022434875071,8.22799802333916,1.43202279542944e-11,5.09752496286681e-11,15.8012996404929,"Klra2","Yes"
"H2-Q7",2.86782225947354,2.90759328580041,11.4267934156502,5.38036390599109e-17,3.30643289296879e-16,28.1656473871533,"H2-Q7","Yes"
"Fyb1",-2.85976922393918,1.73893036108658,-7.99527840429111,3.65223292638987e-11,1.24562538193471e-10,14.9553989144211,"Fyb1","Yes"
"Tusc1",-2.85881262716878,0.0962946035762571,-5.28695075926289,1.6597402477564e-06,3.61051983754809e-06,4.71159824327245,"Tusc1","Yes"
"Setmar",-2.85825558678293,-0.16599656924788,-5.03238008953439,4.31156999211978e-06,9.00862270980607e-06,3.81003393261458,"Setmar","Yes"
"Zfp455",-2.85454008630943,-0.58787257462133,-4.29324152410487,6.19712019148003e-05,0.000113902760207292,1.46122309390555,"Zfp455","Yes"
"Ehd2",-2.84804736800831,5.43815844671651,-28.0850404518021,2.54895889218795e-37,1.4521407869057e-35,74.5664058947388,"Ehd2","Yes"
"Derl3",2.84656728646691,3.13823589555076,13.539809646374,2.59932202320761e-20,2.28650765646507e-19,35.5752037474894,"Derl3","Yes"
"Apol10b",2.84222133949735,-2.0214048101205,3.53692538278494,0.00076613309240317,0.00124964987325629,-0.780463600925684,"Apol10b","Yes"
"Cdh22",2.83886271487806,-1.65292201303739,3.65110141197992,0.000532782852222992,0.000882365512215595,-0.47198165238747,"Cdh22","Yes"
"Mblac1",-2.83551033288102,-1.00932454019451,-4.09980769016544,0.000120647947519011,0.000214531929721011,0.816966986476813,"Mblac1","Yes"
"Plac1",-2.83036624951623,-1.5631354384407,-3.65683518887613,0.000523065815196915,0.000866921666990118,-0.450135227259053,"Plac1","Yes"
"Hrk",2.82047608732593,2.32365149836984,9.82689161055638,2.48238044086956e-14,1.16847936071286e-13,22.0936775109359,"Hrk","Yes"
"Tgfa",-2.81743966175756,2.51015956143819,-10.2466873643602,4.83590395179155e-15,2.44633342439333e-14,23.6529493814727,"Tgfa","Yes"
"Siglecg",2.81740179373337,3.99686835926625,17.8339646013998,2.66542060324092e-26,4.38423706163816e-25,49.2923707890498,"Siglecg","Yes"
"Ankdd1a",2.81693302557217,-1.23663880068611,3.96649480693102,0.000189290621855786,0.000329916454111569,0.429569046250114,"Ankdd1a","Yes"
"Asap3",-2.81656099260791,3.50822104223059,-14.0097464175282,5.139400309604e-21,4.84864248114311e-20,37.23745843266,"Asap3","Yes"
"Wwp2",-2.81581446858578,6.02376241818939,-34.8173657072982,7.64292600302511e-43,8.18162901323833e-41,87.2512092706947,"Wwp2","Yes"
"Prdm1",-2.81315484784665,-1.45740864211371,-3.61221054357356,0.00060338083707482,0.000994323678625843,-0.545679222324267,"Prdm1","Yes"
"Sall3",-2.80668761239676,-0.240198967931931,-4.69389507893293,1.49311389999963e-05,2.93449717331879e-05,2.73883469126335,"Sall3","Yes"
"Tst",-2.80321393410625,3.64256925909771,-15.0775604595423,1.43482716033374e-22,1.59379880554562e-21,40.7446379897193,"Tst","Yes"
"Spag17",2.80031399634957,0.0455779605384628,5.34532462223799,1.33050126241026e-06,2.9207055440103e-06,4.93015474174854,"Spag17","Yes"
"Ccdc116",-2.79976756021193,0.129766588003014,-5.31883680158524,1.471057357211e-06,3.2164083939415e-06,4.83140991497499,"Ccdc116","Yes"
"Nr1h3",-2.79796487861333,-0.934735926087567,-3.86034379486265,0.000269491827247657,0.000461697794900026,0.190429218975934,"Nr1h3","Yes"
"B3gnt9",-2.79374208054462,1.73524303918817,-8.15819313541027,1.89605298088393e-11,6.64770397999294e-11,15.5709633003165,"B3gnt9","Yes"
"Prl2c2",2.79317697463904,-1.46214501079529,3.6696096249975,0.000502021380161722,0.000834334769033016,-0.385276376877474,"Prl2c2","Yes"
"Rassf4",-2.79263147241858,5.76669754313199,-32.1992592281807,8.10351956865505e-41,6.85134514358772e-39,82.5846115989579,"Rassf4","Yes"
"Adamts17",-2.79135748820366,-0.325000489511731,-4.68656721814753,1.53322979523403e-05,3.00710583657454e-05,2.69466010871917,"Adamts17","Yes"
"Ephb6",-2.79130133430413,4.28177502370176,-18.8308740809801,1.47845187984807e-27,2.79557980813436e-26,52.1540124407871,"Ephb6","Yes"
"Cimap1c",-2.78932736486447,-0.731402280744283,-3.94482865463877,0.000203523258890677,0.000353608342737545,0.457514360490893,"Cimap1c","Yes"
"Pcdh1",-2.78775894111369,4.65318839934849,-21.6483763530108,7.25512563705614e-31,1.9338260583591e-29,59.7271564475433,"Pcdh1","Yes"
"Fam107a",-2.78448193732409,-1.40189298591934,-3.67774298083857,0.000489046303240118,0.000813891753912905,-0.37224995133479,"Fam107a","Yes"
"Cyp3a13",-2.78215165276689,-1.59773634200806,-3.50412765622231,0.000849393539130524,0.00137884919144167,-0.824486181972819,"Cyp3a13","Yes"
"Ccdc183",-2.77861347762735,-2.20059290343967,-3.33620022751441,0.00142830134085729,0.00226163330532502,-1.24787955601392,"Ccdc183","Yes"
"Fam184b",-2.77861347762735,-2.20059290343967,-3.33620022751441,0.00142830134085729,0.00226163330532502,-1.24787955601392,"Fam184b","Yes"
"Glt8d2",-2.77652311010588,-0.79494942596585,-4.21621373907266,8.09395499046767e-05,0.000146627296934261,1.19596360133047,"Glt8d2","Yes"
"Mapk13",2.77538171657921,1.1222858027028,7.03749981930107,1.72460220309166e-09,5.02907944724047e-09,11.2383182896206,"Mapk13","Yes"
"Rspo4",2.77238177930408,-0.329195361803001,4.84247606431256,8.69117331299874e-06,1.757030681644e-05,3.20769129440396,"Rspo4","Yes"
"Kcnh3",2.77173526493825,-1.35727415971778,3.68051539073655,0.000484697129095459,0.000806855993430289,-0.335836702665087,"Kcnh3","Yes"
"Taco1",-2.7707837255194,2.62660551516724,-10.6502055868466,1.02076423714731e-15,5.58747401397664e-15,25.1835873296225,"Taco1","Yes"
"Adra1d",-2.76774410744862,1.31477792100894,-7.04496483879405,1.67369778451473e-09,4.89138361771213e-09,11.2860602948619,"Adra1d","Yes"
"Catsperz",-2.76528648291719,-1.2230348777652,-3.80090330381212,0.000327728501503997,0.000555802750602281,-0.0216426989382592,"Catsperz","Yes"
"Ttc9",2.76255392236544,2.39296797152266,10.39463967326,2.72847904974799e-15,1.428147906402e-14,24.2210283537572,"Ttc9","Yes"
"Slc15a2",-2.76208711404985,3.42078444598572,-13.8725158932752,8.22637902548383e-21,7.60424478999111e-20,36.7545951371695,"Slc15a2","Yes"
"Bbs1",-2.76121794106433,2.33512074183233,-9.55406399317766,7.25037057262081e-14,3.24372831078425e-13,21.0287588996264,"Bbs1","Yes"
"Arsi",-2.75984448888698,-0.983253787325602,-4.02143276417205,0.000157364658596974,0.000276633356935006,0.614574492651244,"Arsi","Yes"
"Mcat",-2.75494244591037,3.04552220006909,-12.0493950185871,5.35202223847253e-18,3.73909174702549e-17,30.3763630868442,"Mcat","Yes"
"G0s2",-2.75238724892894,-1.60216523892002,-3.53706981143781,0.000765784211802794,0.0012493878598169,-0.745806229488755,"G0s2","Yes"
"Gm40814",-2.75125621478745,0.892248711911441,-6.38565720364035,2.32664157498261e-08,6.09028599217494e-08,8.753547023501,"Gm40814","Yes"
"Smim38",2.74368597878964,-1.48798435692112,3.61459195885026,0.00059881327898249,0.000987164364780623,-0.524927331063043,"Smim38","Yes"
"Abcb4",-2.74153158112274,-1.48126353338338,-3.60482556099453,0.000617757261434226,0.0010170048230532,-0.566208503751906,"Abcb4","Yes"
"Zfp62",-2.73435404238097,3.89910844757745,-15.7515728084555,1.61369969456878e-23,2.00564136195749e-22,42.9904460736882,"Zfp62","Yes"
"Baalc",-2.72909548053716,-0.978055256931976,-3.87223276641993,0.000259100852060256,0.000444469463717735,0.217909096284904,"Baalc","Yes"
"Ccnjl",-2.72371542863829,-1.29430069766063,-3.67000309980265,0.00050138618106892,0.000833383441962039,-0.366619592806649,"Ccnjl","Yes"
"Lrrc61",-2.72248182614468,1.70868124972023,-7.95958823273332,4.21659361494668e-11,1.43002206552893e-10,14.8296539313263,"Lrrc61","Yes"
"Pcdhb21",-2.7186742122389,0.187198320876794,-5.18528438495647,2.4347406965429e-06,5.21018023632281e-06,4.4167011337741,"Pcdhb21","Yes"
"Nipal4",-2.71839508784379,-1.68710100839983,-3.24136097057516,0.00190317822146402,0.00296616035126376,-1.44274825315028,"Nipal4","Yes"
"Slc25a10",-2.71693663854301,3.68206419474842,-15.0083899689216,1.80126196259968e-22,1.97766346497503e-21,40.5649912302888,"Slc25a10","Yes"
"Efnb3",-2.71530841106965,-0.0124886512100197,-5.00573447094744,4.76007184689942e-06,9.90674093693052e-06,3.78264233068294,"Efnb3","Yes"
"Tefm",-2.71420498533556,2.3617616262459,-9.65827855200053,4.81080125876083e-14,2.19671743752292e-13,21.4356360812933,"Tefm","Yes"
"Fkrp",-2.7139015680554,2.29453738931303,-9.44213885109151,1.12752073020892e-13,4.95586429562687e-13,20.6039367650482,"Fkrp","Yes"
"Omd",-2.71166840468463,1.92748141409395,-8.37951404859069,7.79097258071181e-12,2.84426210221036e-11,16.4848766791868,"Omd","Yes"
"Hsp90b1",2.70507850163699,11.0392607306182,154.047129172276,7.36993864655851e-83,4.89142827972089e-79,179.3717542124,"Hsp90b1","Yes"
"Fxyd1",-2.70412407565341,3.68988677026316,-14.7697625953366,3.96593692861009e-22,4.19472882791795e-21,39.8101223197147,"Fxyd1","Yes"
"Tlr4",-2.69900631590559,4.00374920563257,-16.4633352708196,1.70573116866833e-24,2.33421397246426e-23,45.2184134803457,"Tlr4","Yes"
"H60b",-2.69501353254557,-1.45445547215556,-3.5343105777608,0.00077247557929671,0.00125922152027318,-0.730650112592146,"H60b","Yes"
"Ism1",-2.68981253825796,-0.573644243389998,-4.32828334462791,5.48416859015478e-05,0.000101459029777999,1.57431257005233,"Ism1","Yes"
"Ptgdr2",-2.68848857044655,0.407070684366416,-5.27384808107789,1.74400250284161e-06,3.78266163769927e-06,4.76800651863969,"Ptgdr2","Yes"
"Kcnk6",-2.6883374784347,-1.78596482475216,-3.21158948056924,0.00208056372985337,0.00322595525640388,-1.51453117968371,"Kcnk6","Yes"
"A930007A09Rik",-2.68792365817394,0.217967959345153,-5.19650842413791,2.33417689406889e-06,5.00304603453422e-06,4.46549360248654,"A930007A09Rik","Yes"
"Syt13",-2.68765532391977,2.49433966911781,-9.94923179038268,1.5384449048452e-14,7.40170991914286e-14,22.5728016603172,"Syt13","Yes"
"Kcna2",-2.68518874617157,-0.288298388191584,-4.60854933871834,2.03112103259964e-05,3.92732710658815e-05,2.47449998877377,"Kcna2","Yes"
"Gm45978",-2.68435709152027,0.333426837849486,-5.41201339180055,1.0325371839706e-06,2.28698457867942e-06,5.21117565703149,"Gm45978","Yes"
"Galnt3",2.68379641248615,1.48412068452927,7.5720845783531,2.00826209254357e-10,6.39426025819702e-10,13.3561744442758,"Galnt3","Yes"
"Pygm",-2.68243292158764,-1.87921554379227,-3.39855170261101,0.00117962771147167,0.00188450815285534,-1.08979480081166,"Pygm","Yes"
"Klf2",-2.68204386123664,2.89415794460338,-11.3207480616144,8.00856112297267e-17,4.86079745525099e-16,27.7387158189998,"Klf2","Yes"
"Gm53575",-2.68133756944313,-0.719798716949139,-4.11397260138631,0.000114960773103665,0.000204885781710264,0.932232424657891,"Gm53575","Yes"
"C1qtnf7",-2.67620835007399,-0.294443699219452,-4.60388755803177,2.0654098313892e-05,3.99072053884429e-05,2.45964716206594,"C1qtnf7","Yes"
"Nkain4",2.67615101663629,-0.693940994473801,4.28024864133912,6.48365828402326e-05,0.000118889459955967,1.43279510678779,"Nkain4","Yes"
"6030426L16Rik",2.67540823559719,0.667346440087673,6.00060740188325,1.06108431793888e-07,2.58959978604904e-07,7.36505650324085,"6030426L16Rik","Yes"
"Ppp1r3e",-2.67511684760929,-1.88614346407276,-3.18961595785678,0.00222132265712662,0.00343417621135555,-1.5680617586092,"Ppp1r3e","Yes"
"Zfp59",-2.67509990551511,0.959674333947093,-6.35923049452734,2.58348828546425e-08,6.73076025539792e-08,8.69006457914672,"Zfp59","Yes"
"Fxyd7",-2.67154242375209,1.02521915348461,-6.33544067609086,2.83868734508675e-08,7.3623946499964e-08,8.62607154466616,"Fxyd7","Yes"
"Plxnb1",-2.66778119710171,5.16641870168731,-25.3014781476488,1.07438475257146e-34,4.52742323988367e-33,68.5851592638046,"Plxnb1","Yes"
"Fiz1",-2.66330967668405,3.28193729324842,-12.7350440810875,4.45563362183831e-19,3.47701826550745e-18,32.8778178838085,"Fiz1","Yes"
"Cdhr4",-2.65686109475118,2.83626509831802,-11.0203279637324,2.48905962484371e-16,1.44152606719788e-15,26.6362997161252,"Cdhr4","Yes"
"H2-Q6",2.6544599192028,1.56728680534506,7.62957314218785,1.59312573607261e-10,5.12658206560674e-10,13.6043355850515,"H2-Q6","Yes"
"Filip1l",-2.65403318099922,6.1796718315511,-35.2292197886395,3.77732613620204e-43,4.3224333734436e-41,88.0404028539451,"Filip1l","Yes"
"H2ac23",-2.65301644032303,-2.26347759518866,-3.15881136690032,0.00243374692109995,0.00374600610281549,-1.65233727895953,"H2ac23","Yes"
"4921536K21Rik",-2.65203981394437,-1.72613080887915,-3.15975455952216,0.00242696954582574,0.00373600762510622,-1.62939368495686,"4921536K21Rik","Yes"
"Stard8",-2.65164966195357,2.42456699979853,-9.32123085809954,1.81874584459903e-13,7.86385418280374e-13,20.2127412956327,"Stard8","Yes"
"Dnajc12",-2.65028256823466,1.10004553043531,-6.39088726792082,2.27890051347335e-08,5.97238408999907e-08,8.84710650386279,"Dnajc12","Yes"
"Zscan22",-2.64992010908063,2.48418187484326,-9.81072081114812,2.64471163106398e-14,1.24224706973614e-13,22.0606815182479,"Zscan22","Yes"
"Adcy5",-2.64887081621195,1.33435008666969,-6.80685217776393,4.34588265545955e-09,1.22400268127668e-08,10.4310886680839,"Adcy5","Yes"
"Katnal2",-2.64784472525683,0.859067082102576,-5.99995163277499,1.06381221257511e-07,2.59567664199919e-07,7.38655937795408,"Katnal2","Yes"
"Nrep",-2.64393270677299,3.85281702372318,-15.5925997311302,2.68813384450891e-23,3.25568327116891e-22,42.493278796873,"Nrep","Yes"
"Gas1",-2.64290410501068,6.07819389230068,-34.7592442940923,8.44727233777694e-43,8.97032744093208e-41,87.2130801502941,"Gas1","Yes"
"C330018D20Rik",-2.63965345454369,1.83492160712179,-7.93378592323109,4.6782342264989e-11,1.5805263711516e-10,14.7888397784641,"C330018D20Rik","Yes"
"H2-Q8",2.6392752753669,1.67920585662171,7.95357606148223,4.31991067018845e-11,1.46393909206233e-10,14.8586374600024,"H2-Q8","Yes"
"H2-Q9",2.63766001735863,3.07461342922855,11.5430123032164,3.48469922698611e-17,2.18394228229526e-16,28.6701710522828,"H2-Q9","Yes"
"Ttc21a",2.62642701546702,-0.365897667465997,4.56070037048313,2.41108393100828e-05,4.62228886484747e-05,2.34020059755186,"Ttc21a","Yes"
"Adgrl3",-2.62457586958978,3.16041495358869,-12.2781055604217,2.32027955442917e-18,1.67570134959155e-17,31.2481134708847,"Adgrl3","Yes"
"Cd248",-2.62305199003095,3.08300234003931,-11.8138130453007,1.27453092089061e-17,8.48877242544e-17,29.5826566352526,"Cd248","Yes"
"Zfp239",-2.62050085187656,2.83672928143269,-10.900035208157,3.93095342770078e-16,2.2327546341164e-15,26.2053473621069,"Zfp239","Yes"
"Kcnk10",-2.61688808508897,-1.91621702250219,-3.29449638608966,0.00162140698693054,0.00255188005033389,-1.33347197969523,"Kcnk10","Yes"
"Brinp1",2.61331010492772,0.993360622702773,6.50755666904268,1.43400776100731e-08,3.84468168442961e-08,9.28042125529221,"Brinp1","Yes"
"Ror1",-2.61179826409734,1.72581114389711,-7.70354077790825,1.18261336641443e-10,3.85700487120028e-10,13.8916694883603,"Ror1","Yes"
"1700017B05Rik",-2.60968417244331,4.27665879412967,-17.9942142241105,1.66217791787899e-26,2.77182784948816e-25,49.8429071311097,"1700017B05Rik","Yes"
"Zfp111",-2.6066002496967,2.79815341593204,-10.8065431362677,5.6135019179117e-16,3.16003496430703e-15,25.8536034931647,"Zfp111","Yes"
"Zfp748",-2.60651747656049,1.81502620499849,-7.91510110112653,5.04380807227208e-11,1.70186853968835e-10,14.7158805044113,"Zfp748","Yes"
"Tlr6",-2.60578814333586,1.00809484348346,-6.03959529172041,9.10764016205821e-08,2.23300361121464e-07,7.56841329049858,"Tlr6","Yes"
"Nap1l3",-2.60552782887677,-1.68299557146682,-3.28420034843571,0.00167273471326847,0.00262755969271777,-1.34744360437395,"Nap1l3","Yes"
"Fosb",-2.60529424249826,5.09948680666802,-24.1323744313156,1.60543151520874e-33,5.79089617741326e-32,65.9305576204722,"Fosb","Yes"
"Cradd",-2.60507070264008,0.403000072637941,-5.3101739553003,1.52012263536022e-06,3.32040609869534e-06,4.89610222072655,"Cradd","Yes"
"Zfp426",-2.60488805711107,2.99263940175649,-11.5418363114329,3.50002094789856e-17,2.19208422186905e-16,28.5825172098704,"Zfp426","Yes"
"Foxa2",-2.60339707584472,-1.34505415810953,-3.4954026921451,0.000872949290155228,0.00141553003634504,-0.803877347562733,"Foxa2","Yes"
"Dars2",-2.6027667584189,3.5446878717296,-13.9682146289019,5.92421425270884e-21,5.55745724314185e-20,37.1564983559141,"Dars2","Yes"
"Dnajc28",-2.60224728305927,2.41020728819732,-9.4432211960138,1.12271103899268e-13,4.93635850665412e-13,20.6688268102184,"Dnajc28","Yes"
"Mfsd13b",-2.60100840154076,-1.30829410722396,-3.56557608649404,0.000699803905394803,0.00114596558601167,-0.624908830839413,"Mfsd13b","Yes"
"Gper1",-2.6006901624024,-0.0873513114322308,-4.61738595020879,1.96764117525446e-05,3.81124165112555e-05,2.55273748106485,"Gper1","Yes"
"Sppl2b",-2.5935225077598,4.38836927765724,-18.8192709526563,1.52811690916275e-27,2.88538034882309e-26,52.2127483406818,"Sppl2b","Yes"
"Tmem260",-2.58767496348651,1.84906149228245,-7.8254742384214,7.2364588416717e-11,2.4074374602594e-10,14.3906424795186,"Tmem260","Yes"
"Pcnx2",2.58637195563291,-1.35206578386349,3.58753339268957,0.000652707309164835,0.00107266888785765,-0.560852186064203,"Pcnx2","Yes"
"Ap5b1",-2.58504778348938,0.261416532343531,-5.11571161656445,3.16009558315273e-06,6.69226368391342e-06,4.21969089119729,"Ap5b1","Yes"
"Fmn2",-2.58459174791718,-0.623652182533285,-4.06100422286801,0.000137652798988651,0.000243389069103065,0.807400925498523,"Fmn2","Yes"
"Cavin3",-2.58425760970713,3.63866385792303,-14.1947149360529,2.73654482498618e-21,2.64758717251214e-20,37.9446954221523,"Cavin3","Yes"
"Nfkbie",-2.58170067763947,2.79010346117039,-10.5032270175373,1.79525197623711e-15,9.57419635699938e-15,24.7429126694447,"Nfkbie","Yes"
"Calr",2.58133046810729,10.7769903155966,132.711564691514,8.53646241451754e-79,3.77710006967686e-75,170.119917201814,"Calr","Yes"
"Serpina3n",-2.5809698035529,4.11896031243988,-16.8096549758246,5.84243384347238e-25,8.3569468575703e-24,46.3259196237273,"Serpina3n","Yes"
"Cd46",-2.58083285552949,-1.14059730138045,-3.57085237628776,0.000688200146404238,0.00112793786188046,-0.583557184153056,"Cd46","Yes"
"Tigit",2.58036912176794,2.62131426882247,10.692941466294,8.66604888259495e-16,4.77910813741443e-15,25.4337777886641,"Tigit","Yes"
"Fgf22",-2.57949762392874,-1.68720172712716,-3.2841571196652,0.00167295340829765,0.00262755969271777,-1.34788252715642,"Fgf22","Yes"
"Zfp113",-2.57603091130519,2.78412486318204,-10.7001097083342,8.43146521389098e-16,4.65554364597291e-15,25.4641742861053,"Zfp113","Yes"
"Zfp319",-2.57370206922454,3.47934443688845,-13.3478980350008,5.08009750181325e-20,4.32541464009423e-19,35.0619330747814,"Zfp319","Yes"
"Slfn3",-2.57253964324538,-1.25713967732184,-3.48599319297655,0.000899047556219786,0.00145536064161725,-0.810921859057325,"Slfn3","Yes"
"Tldc2",-2.57053476661195,-1.68649728596529,-3.03404431233238,0.00350414884451357,0.00529531782355113,-1.90596056059244,"Tldc2","Yes"
"Toe1",-2.56915492630666,2.34420322840082,-9.11902387935746,4.05619907549475e-13,1.69048623322189e-12,19.4329770261565,"Toe1","Yes"
"Tgm1",2.56723045302207,0.936931191709305,6.15959342250329,5.68372887842938e-08,1.42323744826017e-07,8.01555251778271,"Tgm1","Yes"
"Chsy3",-2.56664424124928,-0.446814904183258,-4.25571889169566,7.06001054227498e-05,0.000128829181688271,1.3985562591453,"Chsy3","Yes"
"Zfp703",-2.56649091599171,4.86103222586963,-22.1113582211231,2.22989112754103e-31,6.35184009162652e-30,61.0215400365746,"Zfp703","Yes"
"Sema6b",-2.56402375857024,2.24987760451591,-8.96712714216802,7.42366539549233e-13,3.02739583593749e-12,18.8310271577972,"Sema6b","Yes"
"Arhgap31",-2.56350907084003,4.22918086638252,-17.5673717729018,5.88469428842181e-26,9.23326619202259e-25,48.6031268154437,"Arhgap31","Yes"
