"symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Significant","GENENAME"
"Fras1",-3.71478149798121,2.4812579299726,-13.0059464580968,5.23998338775294e-19,2.99418025118139e-17,31.1220312195107,"Yes","Fraser extracellular matrix complex subunit 1"
"Adora1",-3.70646490961085,-1.7859594386459,-5.00045171498091,5.40288917590101e-06,3.91131733464929e-05,2.7079941363193,"Yes","adenosine A1 receptor"
"Fgd2",3.6969837999416,-2.04573439356814,4.9818649105358,5.78119536772352e-06,4.14924118420994e-05,2.60017871150213,"Yes","FYVE, RhoGEF and PH domain containing 2"
"Fgf21",-3.66847119459586,0.0626760833274162,-6.7639132612916,6.67300907614525e-09,8.6626023647707e-08,8.74084504558581,"Yes","fibroblast growth factor 21"
"Slc4a5",3.65767237007601,-1.87770578111408,5.12911158491946,3.37423039202975e-06,2.5417934970045e-05,3.01148797543306,"Yes","solute carrier family 4, sodium bicarbonate cotransporter, member 5"
"Cnn1",-3.65540387233545,2.32738212908239,-12.2682564656962,6.62421302003671e-18,3.24440850882457e-16,28.7324306711789,"Yes","calponin 1"
"Zfp423",-3.58361259600724,-0.861172025208996,-5.51533758602939,8.03453815818662e-07,6.95788923012392e-06,4.33171820734654,"Yes","zinc finger protein 423"
"Rasef",-3.54150476593254,-1.87222014289391,-4.70356224744099,1.57538982881613e-05,0.000100980524453981,1.91355156901314,"Yes","RAS and EF hand domain containing"
"Foxb1",-3.51276487556289,-1.88609392104183,-4.89460740245414,7.93396553420623e-06,5.4654844491433e-05,2.39963542111575,"Yes","forkhead box B1"
"Sgip1",-3.50767083584139,-2.05899082080643,-4.71709683135891,1.50116941747742e-05,9.69200206716109e-05,1.91744138406142,"Yes","SH3-domain GRB2-like (endophilin) interacting protein 1"
"Rnf182",-3.50548396163462,-1.88779521551811,-4.91683546231952,7.32067728569697e-06,5.09021195980521e-05,2.45645651330605,"Yes","ring finger protein 182"
"Rab3c",-3.50548396163462,-1.88779521551811,-4.91683546231952,7.32067728569697e-06,5.09021195980521e-05,2.45645651330605,"Yes","RAB3C, member RAS oncogene family"
"Cnmd",3.49808587400689,0.132874166666071,6.86604568032953,4.48231351456316e-09,6.05383979830546e-08,9.21919712207498,"Yes","chondromodulin"
"Gstk1",3.48198540779127,0.103533991176367,6.40364726547488,2.70264463150392e-08,3.13962305541607e-07,7.74483869977547,"Yes","glutathione S-transferase kappa 1"
"Spta1",-3.46999097527718,-1.10394293558266,-5.06524728991662,4.26457133371141e-06,3.15036371840084e-05,2.97512710570068,"Yes","spectrin alpha, erythrocytic 1"
"Itih6",3.46409406848885,-1.71487090628856,4.60798359758044,2.21169722434882e-05,0.00013659401194812,1.67728799655556,"Yes","inter-alpha-trypsin inhibitor heavy chain family member 6"
"Hcn1",-3.46136380035558,-1.90170243273154,-4.64845433569742,1.91638501561276e-05,0.000120187542419128,1.76423107829679,"Yes","hyperpolarization activated cyclic nucleotide gated potassium channel 1"
"Slain1",-3.4574601240656,-2.33177779282098,-4.62658156497386,2.07085223130948e-05,0.000128608291615602,1.63763894334862,"Yes","SLAIN motif family, member 1"
"Plaat1",3.44157496439028,-1.62199337535408,4.90247333393992,7.71139060323661e-06,5.320382030747e-05,2.44622839923682,"Yes","phospholipase A and acyltransferase 1"
"Nfasc",-3.42866652700161,1.56817054642488,-9.63782747709534,9.67318472233159e-14,2.69458651921449e-12,19.5962684349725,"Yes","neurofascin"
"Ucma",3.38600411797395,-0.970732524410527,5.01371786292137,5.14784338169221e-06,3.76089202848856e-05,2.95517667749614,"Yes","upper zone of growth plate and cartilage matrix associated"
"Tnfsf11",3.32836853123031,2.37421621165844,11.8942462668559,2.461838586088e-17,1.09724145781942e-15,27.8738576403988,"Yes","tumor necrosis factor (ligand) superfamily, member 11"
"Plppr4",-3.29790817472316,-1.82991704702459,-4.24659785826872,7.77014493880713e-05,0.000415080335504555,0.759467214961738,"Yes","phospholipid phosphatase related 4"
"Tfr2",3.22479541174161,2.01245543068514,10.5767438296309,2.87944362679805e-15,9.82169406477469e-14,23.2990281566523,"Yes","transferrin receptor 2"
"Hand2",3.21887945669024,-1.95953381925815,4.2061266546267,8.91932291714394e-05,0.000467475648857233,0.627951528464493,"Yes","heart and neural crest derivatives expressed 2"
"Chst8",-3.18169176776079,-0.740017037526964,-5.09446730765433,3.83173643878405e-06,2.85268084203684e-05,3.31933284958803,"Yes","carbohydrate sulfotransferase 8"
"Dscam",-3.15118953945588,-2.24323221934798,-4.14359992521263,0.000110247111640489,0.000560660731330348,0.445149714285219,"Yes","DS cell adhesion molecule"
"Ptprq",-3.14804190618279,2.35214615070943,-11.3699765945459,1.59679952394542e-16,6.30505342939337e-15,26.1970804240685,"Yes","protein tyrosine phosphatase receptor type Q"
"Igf2",3.10089107139285,5.51611666668259,33.9737298596811,1.54086440400525e-40,1.1446054414419e-37,81.1544920248561,"Yes","insulin-like growth factor 2"
"Cyfip2",-3.07993361901035,1.17966304976261,-8.05258349355896,4.34755896851482e-11,8.26902005234874e-10,14.0795255194778,"Yes","cytoplasmic FMR1 interacting protein 2"
"Gm6958",3.06051035344868,-1.57210767577997,4.26815621190216,7.21797442989491e-05,0.00038947351130801,0.818361720091048,"Yes","predicted gene 6958"
"Bex1",-3.05555609453844,0.27238139722055,-6.1259701985681,7.88593179484757e-08,8.50345113136346e-07,7.059501210225,"Yes","brain expressed X-linked 1"
"Cd53",3.02874513190026,0.721245456017267,7.10581609754575,1.75824580755052e-09,2.54431868969242e-08,10.5989901883263,"Yes","CD53 antigen"
"Ifitm5",-3.0195804113094,-2.12853587068698,-4.1345875044609,0.000113652971390816,0.000575626469873714,0.430105985390113,"Yes","interferon induced transmembrane protein 5"
"Cybb",3.01050872470759,-2.20612090084002,4.08878072099518,0.000132597121331255,0.000661018690895864,0.299905291542192,"Yes","cytochrome b-245, beta polypeptide"
"Ifi207",3.00337830644174,-0.895860618875432,4.76637618258128,1.25871674829018e-05,8.27041849699657e-05,2.3749714221169,"Yes","interferon activated gene 207"
"Grik2",2.9833576226387,0.555139330668721,6.73069493790513,7.59420350150986e-09,9.68913120407331e-08,9.25302985539169,"Yes","glutamate receptor, ionotropic, kainate 2 (beta 2)"
"Kcnj15",2.97852008173398,-0.0713671092255055,5.5728696786708,6.47214351883594e-07,5.6784141069787e-06,5.16185299611693,"Yes","potassium inwardly-rectifying channel, subfamily J, member 15"
"Sncb",2.97730515209669,-1.00308192375966,4.63092950843369,2.03920912720258e-05,0.000126937920110921,1.96278480681679,"Yes","synuclein, beta"
"Mmp9",2.9753218215901,1.80471349401714,9.47255481751905,1.81223228115955e-13,4.83659836953779e-12,19.5035331103753,"Yes","matrix metallopeptidase 9"
"Rflna",2.96666228102723,3.38585499823212,15.729408043774,8.16683831753796e-23,7.91295616984058e-21,40.6809931297065,"Yes","refilin A"
"Rtl3",2.95321989252712,1.13555747734358,7.82419780711857,1.06023045126801e-10,1.86530807419796e-09,13.3466031062659,"Yes","retrotransposon Gag like 3"
"Gal3st2",2.94912335441017,-2.23619445926945,3.77471383846654,0.000373096469942007,0.00162762574211895,-0.437066603128646,"Yes","galactose-3-O-sulfotransferase 2"
"Chodl",-2.93443761167686,-1.02511426622534,-4.30830893500584,6.28924285012223e-05,0.000345353043732995,1.09653814838724,"Yes","chondrolectin"
"Lgr5",2.92198726477453,0.769971828156239,7.00759711089467,2.58027184195953e-09,3.62403516794547e-08,10.329761976729,"Yes","leucine rich repeat containing G protein coupled receptor 5"
"Sp9",-2.91649259275727,0.991891612232693,-7.38102044897785,5.99606426796038e-10,9.33333822199048e-09,11.7119786140856,"Yes","trans-acting transcription factor 9"
"Nkd1",-2.91047803536711,1.59280788735321,-8.39095425955417,1.16464959073661e-11,2.42562767566032e-10,15.610484873962,"Yes","naked cuticle 1"
"Ptgfr",2.89751865534164,-0.624671699226066,4.71505426353266,1.51214730920156e-05,9.74405863678747e-05,2.37374673187929,"Yes","prostaglandin F receptor"
"Cdhr17",2.87614859427593,-1.04902470558695,4.46417273090661,3.66541366727449e-05,0.000214299283537941,1.51038595948574,"Yes","cadherin related family member 17"
"Bmp5",-2.86574773842367,-1.40999414871534,-4.034996470801,0.00015874525441692,0.00077212906395367,0.270805386347789,"Yes","bone morphogenetic protein 5"
"Rgs14",2.86138845363719,-2.01292326024857,3.63748939102788,0.000578654339182345,0.00239689813172464,-0.728362683943187,"Yes","regulator of G-protein signaling 14"
"Wscd2",-2.83417528567079,0.715596694209598,-6.61341085586001,1.19825724716889e-08,1.47260088712273e-07,8.97000740784008,"Yes","WSC domain containing 2"
"Ccdc96",2.83179709151338,-1.68397242002277,3.91877331283185,0.000233300069682264,0.00108691819920611,-0.0496550437318755,"Yes","coiled-coil domain containing 96"
"Gjb2",-2.82459421877109,1.64174314475887,-8.57230383415531,5.76256973412732e-12,1.25286699048807e-10,16.2901549040986,"Yes","gap junction protein, beta 2"
"Gria4",-2.79613611738435,0.0730888515912537,-5.46425209165844,9.73045028874637e-07,8.30816416416525e-06,4.91632259416712,"Yes","glutamate receptor, ionotropic, AMPA4 (alpha 4)"
"F13a1",2.77583162628061,1.87199746186242,9.105518970015,7.36983572698253e-13,1.80479988105281e-11,18.352227651019,"Yes","coagulation factor XIII, A1 subunit"
"Cldn11",-2.77260325972393,-1.27489771037361,-4.07518441987736,0.000138784211938011,0.000686494960462667,0.423393062574509,"Yes","claudin 11"
"Hsd11b1",2.76875268808831,2.11558146617054,9.61297134731836,1.06292613925758e-13,2.93038874392023e-12,20.2901668848051,"Yes","hydroxysteroid 11-beta dehydrogenase 1"
"Pwwp4d",-2.7618852013603,-1.45075096898741,-3.83274858724147,0.000309126041010142,0.00138380673947257,-0.219621678940675,"Yes","PWWP domain containing 4D"
"Mlph",2.72855403877994,-0.229993186132514,5.16592150678764,2.94693347393959e-06,2.25937198853477e-05,3.88435221634081,"Yes","melanophilin"
"Rims3",-2.72333367784542,-0.962219176824129,-4.28698048612904,6.76710443046163e-05,0.000367368872674391,1.08216183078075,"Yes","regulating synaptic membrane exocytosis 3"
"Il13ra2",2.70651150195956,0.754621001955536,6.57101699333523,1.41270756928782e-08,1.71721026444976e-07,8.90097676819338,"Yes","interleukin 13 receptor, alpha 2"
"Ace",2.69323772070638,-0.169435601416325,5.1586079676376,3.02736286339576e-06,2.30911972883427e-05,3.89446780283283,"Yes","angiotensin I converting enzyme"
"Mapk4",-2.6895087696855,-1.23586790989429,-3.87709193335698,0.000267486471521445,0.00122150328234742,-0.0413359468162229,"Yes","mitogen-activated protein kinase 4"
"Rpl39l",-2.67081021506413,-0.751289009909098,-4.42808557077212,4.1564821412386e-05,0.000239037947141941,1.54460813551637,"Yes","ribosomal protein L39-like"
"Slc25a2",-2.66621231608199,-1.51931241843501,-3.6754932708,0.000512860600525055,0.00215643367598129,-0.596870102136467,"Yes","solute carrier family 25 (mitochondrial carrier, ornithine transporter) member 2"
"B3gat1",2.66575554326299,0.585621607736841,6.07377263357501,9.63576547337925e-08,1.02073999835022e-06,7.16423834951401,"Yes","beta-1,3-glucuronyltransferase 1"
"Ascl1",-2.66047208874304,0.806684481945018,-6.42825032406171,2.45716154279011e-08,2.87191494656001e-07,8.43187092732968,"Yes","achaete-scute family bHLH transcription factor 1"
"Nos2",2.64807136896279,5.73385163796724,33.149784436928,6.14048045026828e-40,4.32128232108091e-37,80.2631064560735,"Yes","nitric oxide synthase 2, inducible"
"Bace2",-2.63647190430671,-0.913239124330315,-4.24060680756416,7.93072491846219e-05,0.00042298254042584,0.988515995656657,"Yes","beta-site APP-cleaving enzyme 2"
"Cd93",2.63350859735883,-1.78212244756254,3.5997900094267,0.00065183324781866,0.00265883537418649,-0.802322164537455,"Yes","CD93 antigen"
"Kit",-2.62517553028111,0.616527821180624,-6.07233388977097,9.68909514106726e-08,1.02325923545979e-06,7.15546382738919,"Yes","KIT proto-oncogene receptor tyrosine kinase"
"Faim2",2.61542005870977,-1.44755019999223,3.60985416781747,0.000631477534583879,0.00258685236364003,-0.722120939728633,"Yes","Fas apoptotic inhibitory molecule 2"
"Pthlh",-2.61469928859282,-1.40143175822711,-3.70303731581956,0.000469710675120175,0.00199507669537225,-0.499374625508841,"Yes","parathyroid hormone-like peptide"
"Nup210",-2.60954542871226,2.78328056641396,-11.5202912182377,9.30959251291978e-17,3.74935426175453e-15,27.2703662452988,"Yes","nucleoporin 210"
"Derl3",2.58762877783424,3.10649161960715,12.8862591983634,7.87108473629653e-19,4.40352610916405e-17,32.0161659696857,"Yes","Der1-like domain family, member 3"
"Aldh1b1",-2.58511509736135,0.226793711347935,-5.46808282168517,9.59187290546921e-07,8.20556190780734e-06,5.02583938622843,"Yes","aldehyde dehydrogenase 1 family, member B1"
"Erg",2.58119832441316,2.89262218817043,12.0812807225251,1.27406424068884e-17,5.95647306372397e-16,29.2515736018247,"Yes","ETS transcription factor"
"Ces2g",-2.57003020698011,1.70665033963572,-8.17942659362458,2.651871432646e-11,5.22211677848449e-10,15.0234158338321,"Yes","carboxylesterase 2G"
"Gpr27",-2.56173428281551,-1.38292546353306,-3.69315949879801,0.000484769713311441,0.00205186952728309,-0.514016347920164,"Yes","G protein-coupled receptor 27"
"Mmd2",-2.5613878385497,-0.0177814233884972,-5.07624858422058,4.09624714508946e-06,3.03271985476141e-05,3.71432184902454,"Yes","monocyte to macrophage differentiation-associated 2"
"Zfp879",2.56070708764454,-0.908429564658975,4.05384745497557,0.000149059431641245,0.000728995486640484,0.524776379187365,"Yes","zinc finger protein 879"
"C1qtnf7",2.55458027965471,2.42306561641462,10.2907757999902,8.31494034654683e-15,2.69198710347888e-13,22.9008521265854,"Yes","C1q and tumor necrosis factor related protein 7"
"Klhl30",2.55399884459378,1.22928929881975,7.13276236926691,1.58255110524483e-09,2.30504257388112e-08,11.11449519661,"Yes","kelch-like 30"
"Phlda2",-2.54604053290786,-0.575526739026243,-3.94757887896259,0.000212173796234599,0.0009985835372942,0.336969135910758,"Yes","pleckstrin homology like domain, family A, member 2"
"Fhod3",-2.52001369656505,2.18830230670812,-9.24607165796357,4.30098226277812e-13,1.09958764504027e-11,19.0841040876293,"Yes","formin homology 2 domain containing 3"
"Apob",2.51813349530411,-0.579427333765076,4.44081449287355,3.9763738100856e-05,0.000229965805426707,1.67110661269898,"Yes","apolipoprotein B"
"Atp1a3",2.51244584322285,1.75692544834537,7.88423431792285,8.38620384499749e-11,1.51121201632697e-09,14.0432740505639,"Yes","ATPase, Na+/K+ transporting, alpha 3 polypeptide"
"Ms4a4d",-2.51002427266521,2.41465410907941,-9.86522674941783,4.09529768806134e-14,1.19298965984898e-12,21.3964857854233,"Yes","membrane-spanning 4-domains, subfamily A, member 4D"
"Anxa8",2.50888316928493,1.89083453856231,8.49237890300128,7.85585119656904e-12,1.67796463816812e-10,16.2765699098582,"Yes","annexin A8"
"Lat",2.50056987985306,-1.04601279864581,3.90324250557735,0.000245515778341383,0.00113709437901026,0.105537151647533,"Yes","linker for activation of T cells"
"Celsr3",2.47724206388375,-1.32478264794427,3.56071516165455,0.000736952782412497,0.00296443912564305,-0.792603619102406,"Yes","cadherin, EGF LAG seven-pass G-type receptor 3"
"Gbp8",2.47150746870696,-1.9366202728397,3.08585707195226,0.00308426285193555,0.0102688442712227,-1.91804096860157,"No","guanylate-binding protein 8"
"Hoxb9",-2.46893801620087,1.15931664609366,-6.75774347888521,6.83525253231171e-09,8.8303537786995e-08,9.76689397478096,"Yes","homeobox B9"
"Tnnt2",2.46781787557762,-0.272443495783559,4.64851415575309,1.91597839132954e-05,0.000120187542419128,2.37077887093429,"Yes","troponin T2, cardiac"
"Wnt16",2.46734509637273,1.58339056674707,7.64050688773431,2.17359919097365e-10,3.69290912103033e-09,13.0942074604783,"Yes","wingless-type MMTV integration site family, member 16"
"Irag1",-2.4590206451603,0.339770222743681,-5.31008789608537,1.72906408833447e-06,1.39778209946313e-05,4.59189037869802,"Yes","inositol 1,4,5-triphosphate receptor associated 1"
"Shisa2",2.44223982221682,1.35663785010574,6.8538412653523,4.7007214166806e-09,6.32327425175416e-08,10.2149047988369,"Yes","shisa family member 2"
"Ddx43",-2.42866438330998,-1.44721492340734,-3.49530237798178,0.000903595258824725,0.00354102350695938,-0.97807045156774,"Yes","DEAD box helicase 43"
"Treml1",2.42310122966138,-0.648275599699093,4.07419443127445,0.000139245442369347,0.000688045384301752,0.662000294150708,"Yes","triggering receptor expressed on myeloid cells-like 1"
"Il21",2.42255083941505,-0.405222722288091,4.47266113107611,3.55838106109492e-05,0.000208680320911843,1.82840940622409,"Yes","interleukin 21"
"Cldn2",2.4217113534287,-0.627139075136724,4.2480137391359,7.73265755506954e-05,0.000413738952256242,1.13514633344737,"Yes","claudin 2"
"Chrm1",-2.40085869974026,-0.336782519181378,-4.47321562225393,3.55149618874632e-05,0.000208383103581825,1.84257303966403,"Yes","cholinergic receptor, muscarinic 1, CNS"
"Kcnc1",2.39869421404369,-0.637727127838334,4.20505871334482,8.95177345751545e-05,0.000468837300824282,1.01742838345972,"Yes","potassium voltage gated channel, Shaw-related subfamily, member 1"
"Ugt1a7c",2.39648875040227,-0.303106510949252,4.40661245581365,4.47845149966773e-05,0.000255248827800756,1.67457072777187,"Yes","UDP glucuronosyltransferase 1 family, polypeptide A7C"
"Gspt2",-2.38923032064382,-0.134605240257429,-4.46471470059059,3.65848717760334e-05,0.00021398789173987,1.88474997142773,"Yes","G1 to S phase transition 2"
"Csf3",2.38904277333119,2.36161162572019,9.32608867952398,3.16761824425038e-13,8.2081828573395e-12,19.5229581508937,"Yes","colony stimulating factor 3 (granulocyte)"
"Cpm",2.38886643397521,3.87475447149933,15.9941980290425,3.65737906869507e-23,3.79091593236603e-21,42.0467389051913,"Yes","carboxypeptidase M"
"Lmod1",-2.37404918646254,1.55648199091094,-7.27763355435974,8.9833443234697e-10,1.36032046374987e-08,11.7924769960009,"Yes","leiomodin 1 (smooth muscle)"
"Fbp1",2.36043052348948,-0.414542463867535,4.31733945835741,6.09693272019551e-05,0.000335758185344869,1.39599184170392,"Yes","fructose bisphosphatase 1"
"Csf1r",2.3452491049004,-1.37460985000012,3.45946913776011,0.00100947867887257,0.00388889936491169,-1.03171384983165,"Yes","colony stimulating factor 1 receptor"
"Tmtc1",-2.33070537648735,3.18349217977289,-12.2556167818216,6.92270721395254e-18,3.36594611482761e-16,30.0457306626858,"Yes","transmembrane and tetratricopeptide repeat containing 1"
"Susd5",2.31934330415265,3.03271067962062,11.1752711858011,3.22514829420412e-16,1.23917982304032e-14,26.3530658230051,"Yes","sushi domain containing 5"
"Cldn1",-2.31576556076915,-0.625389926411595,-4.04943852008252,0.000151272344671168,0.00073925465704598,0.601649803827733,"Yes","claudin 1"
"Usp43",-2.31524795112533,0.978499790591712,-6.08951037214331,9.07109526874088e-08,9.64913403646256e-07,7.41859999718447,"Yes","ubiquitin specific peptidase 43"
"Cited4",-2.30661092507065,-0.228058236426095,-4.26419929015575,7.31638749700204e-05,0.000394306397510738,1.29297353129944,"Yes","Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"
"Gm34298",2.30643149837608,-1.24124418850039,3.48010066614832,0.000947157691986584,0.00368473828907553,-0.953942241407046,"Yes","predicted gene, 34298"
"Dlg2",-2.30242910159238,1.88998828712616,-7.70276801250503,1.70402333251575e-10,2.93614638905517e-09,13.4645368389511,"Yes","discs large MAGUK scaffold protein 2"
"Arfgef3",-2.30002903272303,0.450268576225475,-5.25816887430295,2.09617207956714e-06,1.66140586104874e-05,4.48497365291879,"Yes","ARFGEF family member 3"
"Ip6k3",2.29987901777538,1.06314700120413,6.29642370124888,4.09029414923848e-08,4.6585454062579e-07,8.17504427472503,"Yes","inositol hexaphosphate kinase 3"
"Lrp2",-2.28780953274998,3.76422921912711,-14.6531808249891,2.33469369470684e-21,1.86929277795959e-19,37.9986317758594,"Yes","low density lipoprotein receptor-related protein 2"
"Tnfrsf14",2.28014124270317,2.23536659630247,8.91770684914904,1.51722209810419e-12,3.54044968128291e-11,18.0157898699601,"Yes","tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"
"Aspg",2.27978442329653,3.53659075225389,13.6529733403867,5.99649866664757e-20,4.07000932343882e-18,34.8001172515231,"Yes","asparaginase"
"Phex",2.26932974334274,-0.382645651719223,4.24118863620808,7.9149900583626e-05,0.000422311780009443,1.19830712066888,"Yes","phosphate regulating endopeptidase homolog, X-linked"
"Ptgir",2.26644235248058,0.593152549343629,5.39455184557942,1.26260622595479e-06,1.0505480925477e-05,4.98759365284582,"Yes","prostaglandin I receptor (IP)"
"Spib",2.2661097154952,1.11660646918765,6.08897912610108,9.08960975874684e-08,9.66114245502416e-07,7.48723800797135,"Yes","Spi-B transcription factor (Spi-1/PU.1 related)"
